,Artist(s),Counts,Rank,List of songs,Years of presence,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Dominance 1960 - 1961,Dominance 1960 - 1962,Dominance 1961 - 1963,Dominance 1962 - 1964,Dominance 1963 - 1965,Dominance 1964 - 1966,Dominance 1965 - 1967,Dominance 1966 - 1968,Dominance 1967 - 1969,Dominance 1968 - 1970,Dominance 1969 - 1971,Dominance 1970 - 1972,Dominance 1971 - 1973,Dominance 1972 - 1974,Dominance 1973 - 1975,Dominance 1974 - 1976,Dominance 1975 - 1977,Dominance 1976 - 1978,Dominance 1977 - 1979,Dominance 1978 - 1980,Dominance 1979 - 1981,Dominance 1980 - 1982,Dominance 1981 - 1983,Dominance 1982 - 1984,Dominance 1983 - 1985,Dominance 1984 - 1986,Dominance 1985 - 1987,Dominance 1986 - 1988,Dominance 1987 - 1989,Dominance 1988 - 1990,Dominance 1989 - 1991,Dominance 1990 - 1992,Dominance 1991 - 1993,Dominance 1992 - 1994,Dominance 1993 - 1995,Dominance 1994 - 1996,Dominance 1995 - 1997,Dominance 1996 - 1998,Dominance 1997 - 1999,Dominance 1998 - 2000,Dominance 1999 - 2001,Dominance 2000 - 2002,Dominance 2001 - 2003,Dominance 2002 - 2004,Dominance 2003 - 2005,Dominance 2004 - 2006,Dominance 2005 - 2007,Dominance 2006 - 2008,Dominance 2007 - 2009,Dominance 2008 - 2010,Dominance 2009 - 2011,Dominance 2010 - 2012,Dominance 2011 - 2013,Dominance 2012 - 2014,Dominance 2013 - 2015,Dominance 2014 - 2015,Dominance Max,Image URL,familiarity,hotttnesss
1759,Rihanna,37,41.1351351351,"{""title"":""Pon de Replay"",""year"":""2005"",""rank"":""18""},-,{""title"":""SOS"",""year"":""2006"",""rank"":""19""},-,{""title"":""Unfaithful"",""year"":""2006"",""rank"":""28""},-,{""title"":""Umbrella"",""year"":""2007"",""rank"":""2""},-,{""title"":""Break It Off"",""year"":""2007"",""rank"":""85""},-,{""title"":""Shut Up and Drive"",""year"":""2007"",""rank"":""90""},-,{""title"":""Take a Bow"",""year"":""2008"",""rank"":""12""},-,{""title"":""Disturbia"",""year"":""2008"",""rank"":""16""},-,{""title"":""Don't Stop the Music"",""year"":""2008"",""rank"":""17""},-,{""title"":""Live Your Life"",""year"":""2008"",""rank"":""37""},-,{""title"":""Hate That I Love You"",""year"":""2008"",""rank"":""62""},-,{""title"":""Live Your Life"",""year"":""2009"",""rank"":""18""},-,{""title"":""Run This Town"",""year"":""2009"",""rank"":""31""},-,{""title"":""Disturbia"",""year"":""2009"",""rank"":""77""},-,{""title"":""Love the Way You Lie"",""year"":""2010"",""rank"":""7""},-,{""title"":""Rude Boy"",""year"":""2010"",""rank"":""15""},-,{""title"":""Only Girl (In the World)"",""year"":""2010"",""rank"":""47""},-,{""title"":""Hard"",""year"":""2010"",""rank"":""49""},-,{""title"":""S&M"",""year"":""2011"",""rank"":""12""},-,{""title"":""What's My Name?"",""year"":""2011"",""rank"":""20""},-,{""title"":""Only Girl (In the World)"",""year"":""2011"",""rank"":""40""},-,{""title"":""All of the Lights"",""year"":""2011"",""rank"":""59""},-,{""title"":""We Found Love"",""year"":""2011"",""rank"":""69""},-,{""title"":""Cheers (Drink to That)"",""year"":""2011"",""rank"":""77""},-,{""title"":""We Found Love"",""year"":""2012"",""rank"":""8""},-,{""title"":""Where Have You Been"",""year"":""2012"",""rank"":""21""},-,{""title"":""Take Care"",""year"":""2012"",""rank"":""23""},-,{""title"":""Birthday Cake"",""year"":""2012"",""rank"":""79""},-,{""title"":""You da One"",""year"":""2012"",""rank"":""89""},-,{""title"":""Diamonds"",""year"":""2012"",""rank"":""94""},-,{""title"":""Stay"",""year"":""2013"",""rank"":""13""},-,{""title"":""Diamonds"",""year"":""2013"",""rank"":""27""},-,{""title"":""Pour It Up"",""year"":""2013"",""rank"":""70""},-,{""title"":""The Monster"",""year"":""2014"",""rank"":""16""},-,{""title"":""Can't Remember to Forget You"",""year"":""2014"",""rank"":""85""},-,{""title"":""FourFiveSeconds"",""year"":""2015"",""rank"":""42""},-,{""title"":""Bitch Better Have My Money"",""year"":""2015"",""rank"":""48""}",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,3,4,6,6,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333333,0.01,0.0166666666667,0.0266666666667,0.0266666666667,0.0233333333333,0.0333333333333,0.04,0.03,0.0166666666667,0.00666666666667,"{""value"":0.04,""years"":[""Dominance 2011 - 2013""]}",http://img2-ak.lst.fm/i/u/361e7fee96af4f2fb72c41ecd2593304.png,0.849921,0.830018
1354,Mariah Carey,36,32.6666666667,"{""title"":""Vision of Love"",""year"":""1990"",""rank"":""6""},-,{""title"":""Love Takes Time"",""year"":""1990"",""rank"":""76""},-,{""title"":""Someday"",""year"":""1991"",""rank"":""13""},-,{""title"":""Emotions"",""year"":""1991"",""rank"":""22""},-,{""title"":""I Don't Wanna Cry"",""year"":""1991"",""rank"":""26""},-,{""title"":""Love Takes Time"",""year"":""1991"",""rank"":""69""},-,{""title"":""I'll Be There"",""year"":""1992"",""rank"":""16""},-,{""title"":""Can't Let Go"",""year"":""1992"",""rank"":""23""},-,{""title"":""Make It Happen"",""year"":""1992"",""rank"":""42""},-,{""title"":""Dreamlover"",""year"":""1993"",""rank"":""8""},-,{""title"":""Hero"",""year"":""1994"",""rank"":""5""},-,{""title"":""Without You"",""year"":""1994"",""rank"":""16""},-,{""title"":""Never Forget You"",""year"":""1994"",""rank"":""16""},-,{""title"":""Without You"",""year"":""1994"",""rank"":""16""},-,{""title"":""Never Forget You"",""year"":""1994"",""rank"":""16""},-,{""title"":""Anytime You Need a Friend"",""year"":""1994"",""rank"":""47""},-,{""title"":""Endless Love"",""year"":""1994"",""rank"":""56""},-,{""title"":""Fantasy"",""year"":""1995"",""rank"":""7""},-,{""title"":""One Sweet Day"",""year"":""1996"",""rank"":""2""},-,{""title"":""Always Be My Baby"",""year"":""1996"",""rank"":""5""},-,{""title"":""Fantasy"",""year"":""1996"",""rank"":""49""},-,{""title"":""Honey"",""year"":""1997"",""rank"":""32""},-,{""title"":""My All"",""year"":""1998"",""rank"":""17""},-,{""title"":""Heartbreaker"",""year"":""1999"",""rank"":""35""},-,{""title"":""I Still Believe"",""year"":""1999"",""rank"":""36""},-,{""title"":""When You Believe"",""year"":""1999"",""rank"":""99""},-,{""title"":""Thank God I Found You"",""year"":""2000"",""rank"":""45""},-,{""title"":""Loverboy"",""year"":""2001"",""rank"":""80""},-,{""title"":""I Know What You Want"",""year"":""2003"",""rank"":""17""},-,{""title"":""We Belong Together"",""year"":""2005"",""rank"":""1""},-,{""title"":""Shake It Off"",""year"":""2005"",""rank"":""15""},-,{""title"":""It's Like That"",""year"":""2005"",""rank"":""69""},-,{""title"":""Don't Forget About Us"",""year"":""2006"",""rank"":""50""},-,{""title"":""Touch My Body"",""year"":""2008"",""rank"":""22""},-,{""title"":""Obsessed"",""year"":""2009"",""rank"":""41""},-,{""title"":""#Beautiful"",""year"":""2013"",""rank"":""81""}",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,7,1,3,1,1,3,1,1,0,1,0,3,1,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666666666667,0.02,0.0233333333333,0.0133333333333,0.0266666666667,0.0266666666667,0.0133333333333,0.0133333333333,0.00666666666667,0.0133333333333,0.0133333333333,0.00666666666667,0.00333333333333,0.00333333333333,0.00333333333333,0.01,0.0133333333333,0.00333333333333,0.00333333333333,0.00666666666667,0.00333333333333,0.0,0.0,0.00333333333333,0.00333333333333,0.0,"{""value"":0.0266666666667,""years"":[""Dominance 1993 - 1995"", ""Dominance 1994 - 1996""]}",http://img2-ak.lst.fm/i/u/61ca3abeab76743c4d6a3d7798c39022.png,0.823746,0.817989
1342,Madonna,36,48.5555555556,"{""title"":""Borderline"",""year"":""1984"",""rank"":""35""},-,{""title"":""Lucky Star"",""year"":""1984"",""rank"":""66""},-,{""title"":""Holiday"",""year"":""1984"",""rank"":""79""},-,{""title"":""Like a Virgin"",""year"":""1985"",""rank"":""2""},-,{""title"":""Crazy for You"",""year"":""1985"",""rank"":""9""},-,{""title"":""Material Girl"",""year"":""1985"",""rank"":""58""},-,{""title"":""Angel"",""year"":""1985"",""rank"":""81""},-,{""title"":""Dress You Up"",""year"":""1985"",""rank"":""98""},-,{""title"":""Papa Don't Preach"",""year"":""1986"",""rank"":""29""},-,{""title"":""Live to Tell"",""year"":""1986"",""rank"":""35""},-,{""title"":""True Blue"",""year"":""1986"",""rank"":""76""},-,{""title"":""Open Your Heart"",""year"":""1987"",""rank"":""30""},-,{""title"":""Who's That Girl"",""year"":""1987"",""rank"":""42""},-,{""title"":""Causing a Commotion"",""year"":""1987"",""rank"":""46""},-,{""title"":""La Isla Bonita"",""year"":""1987"",""rank"":""58""},-,{""title"":""Like a Prayer"",""year"":""1989"",""rank"":""25""},-,{""title"":""Express Yourself"",""year"":""1989"",""rank"":""55""},-,{""title"":""Cherish"",""year"":""1989"",""rank"":""59""},-,{""title"":""Vogue"",""year"":""1990"",""rank"":""5""},-,{""title"":""Justify My Love"",""year"":""1991"",""rank"":""21""},-,{""title"":""This Used to Be My Playground"",""year"":""1992"",""rank"":""21""},-,{""title"":""Deeper and Deeper"",""year"":""1993"",""rank"":""66""},-,{""title"":""Rain"",""year"":""1993"",""rank"":""67""},-,{""title"":""I'll Remember"",""year"":""1994"",""rank"":""13""},-,{""title"":""Secret"",""year"":""1994"",""rank"":""84""},-,{""title"":""Take a Bow"",""year"":""1995"",""rank"":""8""},-,{""title"":""Secret"",""year"":""1995"",""rank"":""71""},-,{""title"":""You'll See"",""year"":""1996"",""rank"":""51""},-,{""title"":""Don't Cry for Me Argentina"",""year"":""1997"",""rank"":""87""},-,{""title"":""You Must Love Me"",""year"":""1997"",""rank"":""99""},-,{""title"":""Frozen"",""year"":""1998"",""rank"":""32""},-,{""title"":""Ray of Light"",""year"":""1998"",""rank"":""75""},-,{""title"":""Music"",""year"":""2000"",""rank"":""17""},-,{""title"":""Don't Tell Me"",""year"":""2001"",""rank"":""34""},-,{""title"":""Hung Up"",""year"":""2006"",""rank"":""91""},-,{""title"":""4 Minutes"",""year"":""2008"",""rank"":""23""}",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,3,1,1,1,2,2,2,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0266666666667,0.0266666666667,0.0233333333333,0.0133333333333,0.01,0.0133333333333,0.00666666666667,0.00666666666667,0.01,0.0133333333333,0.0133333333333,0.01,0.01,0.0133333333333,0.00666666666667,0.00333333333333,0.00666666666667,0.00333333333333,0.0,0.0,0.0,0.00333333333333,0.00333333333333,0.00333333333333,0.00333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"{""value"":0.0266666666667,""years"":[""Dominance 1984 - 1986"", ""Dominance 1985 - 1987""]}",http://img2-ak.lst.fm/i/u/b39ba21b6e184bfaaca0bdf877e39cf0.png,0.834375,0.780054
1259,Lil Wayne,33,52.4848484848,"{""title"":""Back That Azz Up"",""year"":""1999"",""rank"":""75""},-,{""title"":""Soldier"",""year"":""2005"",""rank"":""26""},-,{""title"":""Gimme That"",""year"":""2006"",""rank"":""69""},-,{""title"":""You"",""year"":""2007"",""rank"":""40""},-,{""title"":""Make It Rain"",""year"":""2007"",""rank"":""43""},-,{""title"":""Lollipop"",""year"":""2008"",""rank"":""4""},-,{""title"":""Got Money"",""year"":""2008"",""rank"":""40""},-,{""title"":""A Milli"",""year"":""2008"",""rank"":""43""},-,{""title"":""Can't Believe It"",""year"":""2008"",""rank"":""46""},-,{""title"":""Sweetest Girl (Dollar Bill)"",""year"":""2008"",""rank"":""56""},-,{""title"":""Let It Rock"",""year"":""2008"",""rank"":""65""},-,{""title"":""My Life"",""year"":""2008"",""rank"":""88""},-,{""title"":""Mrs. Officer"",""year"":""2008"",""rank"":""91""},-,{""title"":""Down"",""year"":""2009"",""rank"":""20""},-,{""title"":""Let It Rock"",""year"":""2009"",""rank"":""32""},-,{""title"":""Turnin Me On"",""year"":""2009"",""rank"":""49""},-,{""title"":""Forever"",""year"":""2009"",""rank"":""88""},-,{""title"":""Down"",""year"":""2010"",""rank"":""41""},-,{""title"":""Forever"",""year"":""2010"",""rank"":""71""},-,{""title"":""I Made It (Cash Money Heroes)"",""year"":""2010"",""rank"":""80""},-,{""title"":""Right Above It"",""year"":""2010"",""rank"":""90""},-,{""title"":""Look at Me Now"",""year"":""2011"",""rank"":""21""},-,{""title"":""How to Love"",""year"":""2011"",""rank"":""23""},-,{""title"":""6 Foot 7 Foot"",""year"":""2011"",""rank"":""41""},-,{""title"":""I'm on One"",""year"":""2011"",""rank"":""47""},-,{""title"":""Motivation"",""year"":""2011"",""rank"":""53""},-,{""title"":""She Will"",""year"":""2011"",""rank"":""95""},-,{""title"":""The Motto"",""year"":""2012"",""rank"":""20""},-,{""title"":""Love Me"",""year"":""2013"",""rank"":""39""},-,{""title"":""Loyal"",""year"":""2014"",""rank"":""30""},-,{""title"":""Believe Me"",""year"":""2014"",""rank"":""89""},-,{""title"":""Only"",""year"":""2015"",""rank"":""51""},-,{""title"":""Truffle Butter"",""year"":""2015"",""rank"":""66""}",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,8,4,4,6,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333333,0.00333333333333,0.0,0.0,0.0,0.0,0.00333333333333,0.00666666666667,0.01,0.0333333333333,0.04,0.0266666666667,0.0333333333333,0.0233333333333,0.00666666666667,0.01,0.00666666666667,"{""value"":0.04,""years"":[""Dominance 2008 - 2010""]}",http://img2-ak.lst.fm/i/u/d5df4736e4ea44588cc14eea68d5c113.png,0.87316,0.627773
2375,Usher,30,38.3333333333,"{""title"":""You Make Me Wanna..."",""year"":""1997"",""rank"":""14""},-,{""title"":""Nice and Slow"",""year"":""1998"",""rank"":""9""},-,{""title"":""You Make Me Wanna"",""year"":""1998"",""rank"":""15""},-,{""title"":""My Way"",""year"":""1998"",""rank"":""16""},-,{""title"":""The Party Continues"",""year"":""1998"",""rank"":""92""},-,{""title"":""U Remind Me"",""year"":""2001"",""rank"":""15""},-,{""title"":""U Got It Bad"",""year"":""2002"",""rank"":""9""},-,{""title"":""I Need a Girl (Part One)"",""year"":""2002"",""rank"":""15""},-,{""title"":""U Don't Have to Call"",""year"":""2002"",""rank"":""16""},-,{""title"":""Yeah!"",""year"":""2004"",""rank"":""1""},-,{""title"":""Burn"",""year"":""2004"",""rank"":""2""},-,{""title"":""Confessions Part II"",""year"":""2004"",""rank"":""12""},-,{""title"":""My Boo"",""year"":""2004"",""rank"":""24""},-,{""title"":""Lovers & Friends"",""year"":""2005"",""rank"":""25""},-,{""title"":""Caught Up"",""year"":""2005"",""rank"":""34""},-,{""title"":""My Boo"",""year"":""2005"",""rank"":""54""},-,{""title"":""Same Girl"",""year"":""2007"",""rank"":""100""},-,{""title"":""Love in This Club"",""year"":""2008"",""rank"":""8""},-,{""title"":""OMG"",""year"":""2010"",""rank"":""5""},-,{""title"":""DJ Got Us Fallin' in Love"",""year"":""2010"",""rank"":""22""},-,{""title"":""Hey Daddy (Daddy's Home)"",""year"":""2010"",""rank"":""82""},-,{""title"":""There Goes My Baby"",""year"":""2010"",""rank"":""83""},-,{""title"":""More"",""year"":""2011"",""rank"":""61""},-,{""title"":""DJ Got Us Fallin' in Love"",""year"":""2011"",""rank"":""65""},-,{""title"":""Without You"",""year"":""2011"",""rank"":""73""},-,{""title"":""Scream"",""year"":""2012"",""rank"":""44""},-,{""title"":""Without You"",""year"":""2012"",""rank"":""50""},-,{""title"":""Climax"",""year"":""2012"",""rank"":""72""},-,{""title"":""New Flame"",""year"":""2014"",""rank"":""77""},-,{""title"":""I Don't Mind"",""year"":""2015"",""rank"":""55""}",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,3,0,4,3,0,1,1,0,4,3,3,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333333,0.0166666666667,0.0133333333333,0.0,0.00333333333333,0.0133333333333,0.01,0.0133333333333,0.0233333333333,0.01,0.00333333333333,0.00666666666667,0.00333333333333,0.0133333333333,0.0233333333333,0.02,0.01,0.00333333333333,0.00333333333333,"{""value"":0.0233333333333,""years"":[""Dominance 2004 - 2006"", ""Dominance 2010 - 2012""]}",http://img2-ak.lst.fm/i/u/1a08595ffd1f4fc9cfbc047067de0349.png,0.791469,0.705289
677,Elton John,30,44.8,"{""title"":""Rocket Man"",""year"":""1972"",""rank"":""40""},-,{""title"":""Crocodile Rock"",""year"":""1973"",""rank"":""7""},-,{""title"":""Daniel"",""year"":""1973"",""rank"":""48""},-,{""title"":""Bennie and the Jets"",""year"":""1974"",""rank"":""9""},-,{""title"":""Goodbye Yellow Brick Road"",""year"":""1974"",""rank"":""72""},-,{""title"":""Don't Let the Sun Go Down on Me"",""year"":""1974"",""rank"":""78""},-,{""title"":""Philadelphia Freedom"",""year"":""1975"",""rank"":""3""},-,{""title"":""Lucy in the Sky with Diamonds"",""year"":""1975"",""rank"":""34""},-,{""title"":""Someone Saved My Life Tonight"",""year"":""1975"",""rank"":""91""},-,{""title"":""Bad Blood"",""year"":""1975"",""rank"":""93""},-,{""title"":""Island Girl"",""year"":""1976"",""rank"":""65""},-,{""title"":""Sorry Seems to Be the Hardest Word"",""year"":""1977"",""rank"":""95""},-,{""title"":""Mama Can't Buy You Love"",""year"":""1979"",""rank"":""36""},-,{""title"":""Little Jeannie"",""year"":""1980"",""rank"":""16""},-,{""title"":""Blue Eyes"",""year"":""1982"",""rank"":""62""},-,{""title"":""Empty Garden (Hey Hey Johnny)"",""year"":""1982"",""rank"":""76""},-,{""title"":""I'm Still Standing"",""year"":""1983"",""rank"":""74""},-,{""title"":""I Guess That's Why They Call It the Blues"",""year"":""1984"",""rank"":""33""},-,{""title"":""Sad Songs (Say So Much)"",""year"":""1984"",""rank"":""54""},-,{""title"":""That's What Friends are For"",""year"":""1986"",""rank"":""1""},-,{""title"":""Nikita"",""year"":""1986"",""rank"":""87""},-,{""title"":""I Don't Wanna Go on with You Like That"",""year"":""1988"",""rank"":""43""},-,{""title"":""Candle in the Wind"",""year"":""1988"",""rank"":""71""},-,{""title"":""Don't Let the Sun Go Down on Me"",""year"":""1992"",""rank"":""26""},-,{""title"":""The One"",""year"":""1992"",""rank"":""43""},-,{""title"":""Can You Feel the Love Tonight"",""year"":""1994"",""rank"":""18""},-,{""title"":""Believe"",""year"":""1995"",""rank"":""59""},-,{""title"":""Something About the Way You Look Tonight"",""year"":""1997"",""rank"":""1""},-,{""title"":""Candle in the Wind 1997"",""year"":""1997"",""rank"":""1""},-,{""title"":""Candle in the Wind 1997"",""year"":""1998"",""rank"":""8""}",18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,1,0,1,1,0,2,1,2,0,2,0,2,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333333,0.01,0.0166666666667,0.0233333333333,0.0166666666667,0.00666666666667,0.00333333333333,0.00333333333333,0.00666666666667,0.00333333333333,0.00666666666667,0.01,0.01,0.00666666666667,0.00666666666667,0.00666666666667,0.00666666666667,0.00666666666667,0.0,0.0,0.00666666666667,0.00666666666667,0.00333333333333,0.00666666666667,0.00333333333333,0.00666666666667,0.01,0.00333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""value"":0.0233333333333,""years"":[""Dominance 1974 - 1976""]}",http://img2-ak.lst.fm/i/u/6e9bdfb2663f4e78ae830ff1aa405c32.png,0.826513,0.681196
1317,Ludacris,29,51.724137931,"{""title"":""One Minute Man"",""year"":""2001"",""rank"":""57""},-,{""title"":""Southern Hospitality"",""year"":""2001"",""rank"":""77""},-,{""title"":""Move Bitch"",""year"":""2002"",""rank"":""55""},-,{""title"":""Rollout (My Business)"",""year"":""2002"",""rank"":""77""},-,{""title"":""Gossip Folks"",""year"":""2003"",""rank"":""43""},-,{""title"":""Stand Up"",""year"":""2003"",""rank"":""51""},-,{""title"":""Holidae In"",""year"":""2003"",""rank"":""76""},-,{""title"":""Yeah!"",""year"":""2004"",""rank"":""1""},-,{""title"":""Splash Waterfalls"",""year"":""2004"",""rank"":""42""},-,{""title"":""Stand Up"",""year"":""2004"",""rank"":""45""},-,{""title"":""Holidae In"",""year"":""2004"",""rank"":""87""},-,{""title"":""Oh"",""year"":""2005"",""rank"":""21""},-,{""title"":""Lovers & Friends"",""year"":""2005"",""rank"":""25""},-,{""title"":""Pimpin' All Over the World"",""year"":""2005"",""rank"":""53""},-,{""title"":""Sugar (Gimme Some)"",""year"":""2005"",""rank"":""55""},-,{""title"":""Get Back"",""year"":""2005"",""rank"":""77""},-,{""title"":""Number One Spot"",""year"":""2005"",""rank"":""99""},-,{""title"":""Money Maker"",""year"":""2006"",""rank"":""35""},-,{""title"":""Unpredictable"",""year"":""2006"",""rank"":""60""},-,{""title"":""Glamorous"",""year"":""2007"",""rank"":""10""},-,{""title"":""Runaway Love"",""year"":""2007"",""rank"":""35""},-,{""title"":""Money Maker"",""year"":""2007"",""rank"":""92""},-,{""title"":""How Do You Sleep?"",""year"":""2009"",""rank"":""86""},-,{""title"":""Break Your Heart"",""year"":""2010"",""rank"":""10""},-,{""title"":""How Low"",""year"":""2010"",""rank"":""36""},-,{""title"":""Baby"",""year"":""2010"",""rank"":""44""},-,{""title"":""My Chick Bad"",""year"":""2010"",""rank"":""56""},-,{""title"":""All I Do Is Win"",""year"":""2010"",""rank"":""79""},-,{""title"":""Tonight (I'm Lovin' You)"",""year"":""2011"",""rank"":""16""}",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,2,3,0,1,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666666666667,0.0133333333333,0.0166666666667,0.0233333333333,0.0333333333333,0.0266666666667,0.0166666666667,0.01,0.00333333333333,0.02,0.02,0.00333333333333,0.0,0.0,0.0,"{""value"":0.0333333333333,""years"":[""Dominance 2004 - 2006""]}",http://img2-ak.lst.fm/i/u/38239a4576db4eab89140d7a62ff04d1.png,0.786717,0.621592
409,Chris Brown,28,53.1428571429,"{""title"":""Run It!"",""year"":""2005"",""rank"":""42""},-,{""title"":""Run It!"",""year"":""2006"",""rank"":""16""},-,{""title"":""Yo (Excuse Me Miss)"",""year"":""2006"",""rank"":""44""},-,{""title"":""Gimme That"",""year"":""2006"",""rank"":""69""},-,{""title"":""Say Goodbye"",""year"":""2006"",""rank"":""86""},-,{""title"":""Shortie Like Mine"",""year"":""2007"",""rank"":""54""},-,{""title"":""Kiss Kiss"",""year"":""2007"",""rank"":""93""},-,{""title"":""No Air"",""year"":""2008"",""rank"":""6""},-,{""title"":""With You"",""year"":""2008"",""rank"":""9""},-,{""title"":""Forever"",""year"":""2008"",""rank"":""10""},-,{""title"":""Kiss Kiss"",""year"":""2008"",""rank"":""19""},-,{""title"":""Get Like Me"",""year"":""2008"",""rank"":""66""},-,{""title"":""Deuces"",""year"":""2010"",""rank"":""68""},-,{""title"":""Look at Me Now"",""year"":""2011"",""rank"":""21""},-,{""title"":""Yeah 3x"",""year"":""2011"",""rank"":""49""},-,{""title"":""She Ain't You"",""year"":""2011"",""rank"":""89""},-,{""title"":""My Last"",""year"":""2011"",""rank"":""100""},-,{""title"":""International Love"",""year"":""2012"",""rank"":""48""},-,{""title"":""Don't Wake Me Up"",""year"":""2012"",""rank"":""56""},-,{""title"":""Birthday Cake"",""year"":""2012"",""rank"":""79""},-,{""title"":""Turn Up the Music"",""year"":""2012"",""rank"":""84""},-,{""title"":""Loyal"",""year"":""2014"",""rank"":""30""},-,{""title"":""Show Me"",""year"":""2014"",""rank"":""43""},-,{""title"":""New Flame"",""year"":""2014"",""rank"":""77""},-,{""title"":""Post to Be"",""year"":""2015"",""rank"":""24""},-,{""title"":""Only"",""year"":""2015"",""rank"":""51""},-,{""title"":""All Eyes on You"",""year"":""2015"",""rank"":""69""},-,{""title"":""Ayo"",""year"":""2015"",""rank"":""86""}",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,5,0,1,4,4,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333333,0.0166666666667,0.02,0.0233333333333,0.0166666666667,0.00333333333333,0.0166666666667,0.0266666666667,0.0133333333333,0.01,0.01,"{""value"":0.0266666666667,""years"":[""Dominance 2011 - 2013""]}",http://img2-ak.lst.fm/i/u/b78f8741f33c4f28cf00a17404b627b4.png,0.830725,0.834893
